period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,consumption-for-eg-btu-units
2025-12,ENC,East North Central,96,All Commercial,OTH,other,7.505,thousand physical units,.11327,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,PEL,petroleum liquids,,thousand barrels,,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,PET,petroleum,,thousand barrels,,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,REN,renewable,54.219,thousand physical units,.13425,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,RFO,residual fuel oil,0,thousand short tons,0,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,SPV,solar photovoltaic,0,thousand physical units,.00447,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,SUN,solar,0,thousand physical units,.00447,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,WAS,renewable waste products,0,thousand physical units,.11636,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,WND,wind,0,thousand physical units,.01175,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,WNT,onshore wind turbine,0,thousand physical units,.01175,million MMBtu
2025-12,ENC,East North Central,96,All Commercial,WWW,wood and wood wastes,0,thousand physical units,0,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,ALL,all fuels,0,thousand physical units,6.14597,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,ANT,anthracite coal,0,thousand short tons,0,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,AOR,all renewables,0,thousand physical units,.45186,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,BIO,biomass,123.954,thousand physical units,.41882,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,BIS,bituminous coal and synthetic coal,16.559,thousand short tons,.3604,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,BIT,bituminous coal,16.559,thousand short tons,.3604,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,COL,"coal, excluding waste coal",24.761,thousand short tons,.50533,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,COW,all coal products,24.761,thousand short tons,.50533,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,DFO,distillate fuel oil,,thousand short tons,,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,FOS,fossil fuels,0,thousand physical units,5.49741,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,HYC,conventional hydroelectric,0,thousand physical units,.02821,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,LFG,landfill gas,12.262,thousand physical units,.00552,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,MLG,municiapl landfill gas,0,thousand physical units,.00552,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,NG,natural gas,3206.347,thousand Mcf,3.35708,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,NGO,natural gas & other gases,15906.573,thousand Mcf,4.84338,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,OB2,biomass,78.9,thousand physical units,.04902,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,OBW,biomass,78.9,thousand physical units,.04902,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,OOG,other gases,12700.226,thousand Mcf,1.48631,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,ORW,other renewables,0,thousand physical units,.04902,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,OTH,other,0,thousand physical units,.1685,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,PC,petroleum coke,4.893,thousand short tons,.14697,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,PEL,petroleum liquids,.26,thousand barrels,.00172,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,PET,petroleum,24.725,thousand barrels,.14869,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,REN,renewable,123.954,thousand physical units,.48007,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,RFO,residual fuel oil,.258,thousand short tons,.00171,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,SPV,solar photovoltaic,0,thousand physical units,.00236,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,SUB,subbituminous coal,8.202,thousand short tons,.14493,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,SUN,solar,0,thousand physical units,.00236,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,WAS,renewable waste products,0,thousand physical units,.05454,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,WND,wind,0,thousand physical units,.03068,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,WNT,onshore wind turbine,0,thousand physical units,.03068,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,WOC,waste coal,0,thousand short tons,0,million MMBtu
2025-12,ENC,East North Central,97,All Industrial,WWW,wood and wood wastes,0,thousand physical units,.36428,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,ALL,all fuels,0,thousand physical units,486.93241,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,AOR,all renewables,0,thousand physical units,26.82842,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,BIO,biomass,3145.781,thousand physical units,3.14697,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,BIS,bituminous coal and synthetic coal,4031.42303,thousand short tons,90.04576,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,BIT,bituminous coal,4031.42303,thousand short tons,90.04576,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,COL,"coal, excluding waste coal",7647.96403,thousand short tons,155.20192,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,COW,all coal products,7647.96403,thousand short tons,155.20192,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,DFO,distillate fuel oil,110.669,thousand short tons,.64122,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,FOS,fossil fuels,0,thousand physical units,314.20999,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,HPS,hydro-electric pumped storage,0,thousand physical units,0,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,HYC,conventional hydroelectric,0,thousand physical units,1.53552,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,LFG,landfill gas,2959.573,thousand physical units,1.47034,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,MLG,municiapl landfill gas,0,thousand physical units,1.49479,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,MSB,biogenic municipal solid waste,3.172,thousand physical units,.02445,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,NG,natural gas,147325.215,thousand Mcf,155.81694,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,NGO,natural gas & other gases,148012.759,thousand Mcf,156.11533,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,NUC,nuclear,0,thousand physical units,144.27014,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,OB2,biomass,32.374,thousand physical units,.01944,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,OBW,biomass,35.546,thousand physical units,.04389,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,OOG,other gases,687.544,thousand Mcf,.29839,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,ORW,other renewables,0,thousand physical units,.01944,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,OTH,other,30.778,thousand physical units,.08834,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,PC,petroleum coke,90.442,thousand short tons,2.2441,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,PEL,petroleum liquids,111.886,thousand barrels,.64864,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,PET,petroleum,564.096,thousand barrels,2.89274,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,RC,refined coal,0,thousand short tons,0,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,REN,renewable,3145.781,thousand physical units,28.36394,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,RFO,residual fuel oil,1.217,thousand short tons,.00741,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,SPV,solar photovoltaic,0,thousand physical units,3.67286,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,SUB,subbituminous coal,3616.541,thousand short tons,65.15616,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,SUN,solar,0,thousand physical units,3.67286,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,WAS,renewable waste products,0,thousand physical units,1.51423,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,WND,wind,0,thousand physical units,20.00859,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,WNT,onshore wind turbine,0,thousand physical units,20.00859,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,WOO,waste oil and other oils,0,thousand barrels,0,million MMBtu
2025-12,ENC,East North Central,98,Electric Power,WWW,wood and wood wastes,0,thousand physical units,1.63274,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,ALL,all fuels,0,thousand physical units,494.04455,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,ANT,anthracite coal,0,thousand short tons,0,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,AOR,all renewables,0,thousand physical units,27.41285,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,BIO,biomass,3323.954,thousand physical units,3.68215,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,BIS,bituminous coal and synthetic coal,4048.63803,thousand short tons,90.41919,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,BIT,bituminous coal,4048.63803,thousand short tons,90.41919,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,COL,"coal, excluding waste coal",7673.38103,thousand short tons,155.72027,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,COW,all coal products,7673.38103,thousand short tons,155.72027,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,DFO,distillate fuel oil,110.746,thousand short tons,.64167,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,FOS,fossil fuels,0,thousand physical units,320.42605,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,HPS,hydro-electric pumped storage,0,thousand physical units,0,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,HYC,conventional hydroelectric,0,thousand physical units,1.5654,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,LFG,landfill gas,2988.167,thousand physical units,1.48354,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,MLG,municiapl landfill gas,0,thousand physical units,1.60066,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,MSB,biogenic municipal solid waste,14.911,thousand physical units,.11712,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,NG,natural gas,151196.677,thousand Mcf,159.87921,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,NGO,natural gas & other gases,164584.447,thousand Mcf,161.66391,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,NUC,nuclear,0,thousand physical units,144.27014,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,OB2,biomass,137.422,thousand physical units,.08447,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,OBW,biomass,152.333,thousand physical units,.20159,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,OOG,other gases,13387.77,thousand Mcf,1.7847,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,ORW,other renewables,0,thousand physical units,.08447,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,OTH,other,38.283,thousand physical units,.3701,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,PC,petroleum coke,95.335,thousand short tons,2.39107,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,PEL,petroleum liquids,112.221,thousand barrels,.6508,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,PET,petroleum,588.896,thousand barrels,3.04187,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,RC,refined coal,0,thousand short tons,0,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,REN,renewable,3323.954,thousand physical units,28.97826,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,RFO,residual fuel oil,1.475,thousand short tons,.00912,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,SPV,solar photovoltaic,0,thousand physical units,3.67969,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,SUB,subbituminous coal,3624.743,thousand short tons,65.30109,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,SUN,solar,0,thousand physical units,3.67969,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,WAS,renewable waste products,0,thousand physical units,1.68513,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,WND,wind,0,thousand physical units,20.05102,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,WNT,onshore wind turbine,0,thousand physical units,20.05102,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,WOC,waste coal,0,thousand short tons,0,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,WOO,waste oil and other oils,0,thousand barrels,0,million MMBtu
2025-12,ENC,East North Central,99,All Sectors,WWW,wood and wood wastes,0,thousand physical units,1.99702,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,ALL,all fuels,0,thousand physical units,252.53851,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,AOR,all renewables,0,thousand physical units,.12691,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,BIO,biomass,157.692,thousand physical units,.082,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,BIS,bituminous coal and synthetic coal,2233.562,thousand short tons,51.68721,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,BIT,bituminous coal,2233.562,thousand short tons,51.68721,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,COL,"coal, excluding waste coal",3884.135,thousand short tons,81.09849,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,COW,all coal products,3884.135,thousand short tons,81.09849,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,DFO,distillate fuel oil,39.316,thousand short tons,.22731,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,FOS,fossil fuels,0,thousand physical units,159.04786,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,HPS,hydro-electric pumped storage,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,HYC,conventional hydroelectric,0,thousand physical units,5.02977,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,LFG,landfill gas,157.692,thousand physical units,.082,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,MLG,municiapl landfill gas,0,thousand physical units,.082,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,NG,natural gas,76250.961,thousand Mcf,77.72207,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,NGO,natural gas & other gases,76250.961,thousand Mcf,77.72207,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,NUC,nuclear,0,thousand physical units,88.3018,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,OB2,biomass,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,OBW,biomass,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,ORW,other renewables,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,OTH,other,1.11,thousand physical units,.03217,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,PC,petroleum coke,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,PEL,petroleum liquids,39.316,thousand barrels,.22731,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,PET,petroleum,39.316,thousand barrels,.22731,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,RC,refined coal,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,REN,renewable,157.692,thousand physical units,5.15668,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,RFO,residual fuel oil,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,SPV,solar photovoltaic,0,thousand physical units,.04491,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,SUB,subbituminous coal,1650.573,thousand short tons,29.41128,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,SUN,solar,0,thousand physical units,.04491,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,WAS,renewable waste products,0,thousand physical units,.082,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,WND,wind,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,WNT,onshore wind turbine,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,WOC,waste coal,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,WOO,waste oil and other oils,0,thousand barrels,0,million MMBtu
2025-12,ESC,East South Central,1,Electric Utility,WWW,wood and wood wastes,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,ALL,all fuels,0,thousand physical units,27.32903,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,AOR,all renewables,0,thousand physical units,1.52292,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,BIO,biomass,272.221,thousand physical units,.13157,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,COL,"coal, excluding waste coal",295.501,thousand short tons,2.97274,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,COW,all coal products,295.501,thousand short tons,2.97274,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,DFO,distillate fuel oil,,thousand short tons,,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,FOS,fossil fuels,0,thousand physical units,25.62345,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,HYC,conventional hydroelectric,0,thousand physical units,.18267,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,LFG,landfill gas,272.221,thousand physical units,.13157,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,LIG,lignite coal,295.501,thousand short tons,2.97274,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,MLG,municiapl landfill gas,0,thousand physical units,.13157,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,NG,natural gas,21714.168,thousand Mcf,22.65028,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,NGO,natural gas & other gases,21714.168,thousand Mcf,22.65028,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,OTH,other,4.624,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,PEL,petroleum liquids,,thousand barrels,,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,PET,petroleum,,thousand barrels,,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,REN,renewable,272.221,thousand physical units,1.70558,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,SPV,solar photovoltaic,0,thousand physical units,1.19191,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,SUN,solar,0,thousand physical units,1.19191,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,WAS,renewable waste products,0,thousand physical units,.13157,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,WND,wind,0,thousand physical units,.19944,million MMBtu
2025-12,ESC,East South Central,2,IPP Non-CHP,WNT,onshore wind turbine,0,thousand physical units,.19944,million MMBtu
2025-12,ESC,East South Central,4,Commercial Non-CHP,ALL,all fuels,0,thousand physical units,.0011,million MMBtu
2025-12,ESC,East South Central,4,Commercial Non-CHP,AOR,all renewables,0,thousand physical units,.0011,million MMBtu
2025-12,ESC,East South Central,4,Commercial Non-CHP,FOS,fossil fuels,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,4,Commercial Non-CHP,NG,natural gas,0,thousand Mcf,0,million MMBtu
2025-12,ESC,East South Central,4,Commercial Non-CHP,NGO,natural gas & other gases,0,thousand Mcf,0,million MMBtu
2025-12,ESC,East South Central,4,Commercial Non-CHP,REN,renewable,0,thousand physical units,.0011,million MMBtu
2025-12,ESC,East South Central,4,Commercial Non-CHP,SPV,solar photovoltaic,0,thousand physical units,.0011,million MMBtu
2025-12,ESC,East South Central,4,Commercial Non-CHP,SUN,solar,0,thousand physical units,.0011,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,ALL,all fuels,0,thousand physical units,.07058,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,BIS,bituminous coal and synthetic coal,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,BIT,bituminous coal,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,COL,"coal, excluding waste coal",0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,COW,all coal products,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,DFO,distillate fuel oil,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,FOS,fossil fuels,0,thousand physical units,.07058,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,NG,natural gas,68.482,thousand Mcf,.07058,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,NGO,natural gas & other gases,68.482,thousand Mcf,.07058,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,PEL,petroleum liquids,0,thousand barrels,0,million MMBtu
2025-12,ESC,East South Central,5,Commercial CHP,PET,petroleum,0,thousand barrels,0,million MMBtu
2025-12,ESC,East South Central,6,Industrial Non-CHP,ALL,all fuels,0,thousand physical units,.00075,million MMBtu
2025-12,ESC,East South Central,6,Industrial Non-CHP,AOR,all renewables,0,thousand physical units,.00075,million MMBtu
2025-12,ESC,East South Central,6,Industrial Non-CHP,REN,renewable,0,thousand physical units,.00075,million MMBtu
2025-12,ESC,East South Central,6,Industrial Non-CHP,SPV,solar photovoltaic,0,thousand physical units,.00075,million MMBtu
2025-12,ESC,East South Central,6,Industrial Non-CHP,SUN,solar,0,thousand physical units,.00075,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,ALL,all fuels,0,thousand physical units,5.01387,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,AOR,all renewables,0,thousand physical units,2.68869,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,BIO,biomass,240.1,thousand physical units,2.68869,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,BIS,bituminous coal and synthetic coal,6.819,thousand short tons,.17316,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,BIT,bituminous coal,6.819,thousand short tons,.17316,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,COL,"coal, excluding waste coal",6.819,thousand short tons,.17316,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,COW,all coal products,6.819,thousand short tons,.17316,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,DFO,distillate fuel oil,1.952,thousand short tons,.01132,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,FOS,fossil fuels,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,NG,natural gas,,thousand Mcf,,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,NGO,natural gas & other gases,,thousand Mcf,,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,OB2,biomass,2.112,thousand physical units,.00929,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,OBW,biomass,2.112,thousand physical units,.00929,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,OOG,other gases,,thousand Mcf,,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,ORW,other renewables,0,thousand physical units,.00929,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,OTH,other,.004,thousand physical units,.00008,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,PC,petroleum coke,0,thousand short tons,0,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,PEL,petroleum liquids,2.066,thousand barrels,.01204,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,PET,petroleum,2.066,thousand barrels,.01204,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,REN,renewable,240.1,thousand physical units,2.68869,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,RFO,residual fuel oil,,thousand short tons,,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,WAS,renewable waste products,0,thousand physical units,.00929,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,WOO,waste oil and other oils,0,thousand barrels,0,million MMBtu
2025-12,ESC,East South Central,7,Industrial CHP,WWW,wood and wood wastes,0,thousand physical units,2.6794,million MMBtu
2025-12,ESC,East South Central,8,Residential,DPV,estimated small scale solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,8,Residential,TPV,estimated total solar photovoltaic,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,8,Residential,TSN,estimated total solar,,thousand physical units,,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,ALL,all fuels,0,thousand physical units,279.86754,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,AOR,all renewables,0,thousand physical units,1.64983,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,BIO,biomass,429.913,thousand physical units,.21357,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,BIS,bituminous coal and synthetic coal,2233.562,thousand short tons,51.68721,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,BIT,bituminous coal,2233.562,thousand short tons,51.68721,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,COL,"coal, excluding waste coal",4179.636,thousand short tons,84.07123,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,COW,all coal products,4179.636,thousand short tons,84.07123,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,DFO,distillate fuel oil,39.389,thousand short tons,.22773,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,FOS,fossil fuels,0,thousand physical units,184.67131,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,HPS,hydro-electric pumped storage,0,thousand physical units,0,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric,0,thousand physical units,5.21244,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,LFG,landfill gas,429.913,thousand physical units,.21357,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,LIG,lignite coal,295.501,thousand short tons,2.97274,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,MLG,municiapl landfill gas,0,thousand physical units,.21357,million MMBtu
2025-12,ESC,East South Central,90,Electric Power Sector Non-CHP,NG,natural gas,97965.129,thousand Mcf,100.37235,million MMBtu
